order_id,order_date,region,country,customer_segment,sales_channel,category,subcategory,unit_price,quantity,discount_pct,gross_revenue,revenue,cost,profit,profit_margin_pct,customer_rating,delivery_days
ORD-20250865,2026-02-28,Norteamérica,Estados Unidos,Corporativo,Tienda Online,Moda y Calzado,Ropa Casual,190.66,7,0.2,1334.62,1067.7,570.57,497.13,46.56,5,5
ORD-20250629,2026-02-28,Europa,Reino Unido,Empresas (B2B),Tienda Online,Tecnología,Auriculares Inalámbricos,892.1,5,0.15,4460.5,3791.42,2804.61,986.81,26.03,3,5
ORD-20250508,2026-02-28,Norteamérica,México,Empresas (B2B),Tienda Online,Hogar y Electro,Cafeteras Express,177.22,3,0.05,531.66,505.08,316.7,188.38,37.3,4,2
ORD-20250247,2026-02-28,Europa,Alemania,Consumidor Final (B2C),Distribuidores,Tecnología,Laptops & Ultrabooks,245.64,1,0.0,245.64,245.64,156.11,89.53,36.45,5,5
ORD-20250953,2026-03-01,Norteamérica,Canadá,Consumidor Final (B2C),Distribuidores,Mobiliario y Oficina,Lámparas LED,278.92,2,0.1,557.84,502.06,330.11,171.95,34.25,4,4
ORD-20251440,2026-03-01,Norteamérica,Estados Unidos,Consumidor Final (B2C),Marketplace,Hogar y Electro,Domótica,515.54,3,0.05,1546.62,1469.29,968.39,500.9,34.09,5,1
ORD-20250823,2026-03-01,Asia-Pacífico,Corea del Sur,Empresas (B2B),Marketplace,Moda y Calzado,Ropa Casual,66.71,9,0.1,600.39,540.35,303.82,236.53,43.77,4,3
ORD-20251423,2026-03-02,Latinoamérica,Perú,Corporativo,Distribuidores,Moda y Calzado,Calzado Deportivo,102.03,23,0.2,2346.69,1877.35,941.95,935.4,49.83,5,1
ORD-20251306,2026-03-02,Europa,España,Empresas (B2B),Tienda Online,Tecnología,Accesorios,557.25,6,0.05,3343.5,3176.32,2266.07,910.25,28.66,5,5
ORD-20250494,2026-03-03,Europa,Alemania,Consumidor Final (B2C),Tienda Online,Hogar y Electro,Purificadores de Aire,586.73,1,0.05,586.73,557.39,360.0,197.39,35.41,5,5
ORD-20250780,2026-03-03,Latinoamérica,Colombia,Consumidor Final (B2C),Tienda Online,Tecnología,Smartphones 5G,145.9,3,0.05,437.7,415.81,267.31,148.5,35.71,5,1
ORD-20250449,2026-03-03,Norteamérica,Estados Unidos,Consumidor Final (B2C),Tienda Online,Tecnología,Accesorios,252.2,3,0.0,756.6,756.6,471.43,285.17,37.69,5,5
ORD-20250258,2026-03-03,Europa,Francia,Consumidor Final (B2C),Venta Directa,Moda y Calzado,Accesorios y Bolsos,145.75,1,0.0,145.75,145.75,71.85,73.9,50.7,3,4
ORD-20250785,2026-03-03,Norteamérica,México,Empresas (B2B),Tienda Online,Mobiliario y Oficina,Lámparas LED,196.67,5,0.1,983.35,885.01,504.03,380.98,43.05,4,2
ORD-20250183,2026-03-03,Norteamérica,México,Empresas (B2B),Marketplace,Mobiliario y Oficina,Escritorios Regulables,287.35,6,0.15,1724.1,1465.48,880.58,584.9,39.91,5,4
ORD-20250012,2026-03-03,Europa,Francia,Consumidor Final (B2C),Venta Directa,Hogar y Electro,Domótica,422.66,3,0.05,1267.98,1204.58,794.79,409.79,34.02,4,4
ORD-20251165,2026-03-04,Europa,Francia,Consumidor Final (B2C),Tienda Online,Mobiliario y Oficina,Organizadores,106.67,3,0.1,320.01,288.01,164.42,123.59,42.91,5,5
ORD-20250538,2026-03-04,Latinoamérica,Brasil,Empresas (B2B),Tienda Online,Moda y Calzado,Accesorios y Bolsos,46.31,8,0.05,370.48,351.96,137.0,214.96,61.08,4,2
ORD-20251213,2026-03-04,Asia-Pacífico,Singapur,Consumidor Final (B2C),Venta Directa,Moda y Calzado,Ropa Casual,219.02,1,0.05,219.02,208.07,102.32,105.75,50.82,5,3
ORD-20250409,2026-03-04,Europa,Reino Unido,Consumidor Final (B2C),Marketplace,Tecnología,Accesorios,799.17,2,0.0,1598.34,1598.34,1127.4,470.94,29.46,5,4
ORD-20251500,2026-03-05,Europa,Alemania,Consumidor Final (B2C),Tienda Online,Mobiliario y Oficina,Organizadores,409.06,1,0.0,409.06,409.06,277.87,131.19,32.07,4,4
ORD-20251257,2026-03-05,Norteamérica,México,Corporativo,Venta Directa,Tecnología,Laptops & Ultrabooks,270.29,5,0.25,1351.45,1013.59,1011.38,2.21,0.22,4,2
ORD-20250175,2026-03-05,Europa,Alemania,Empresas (B2B),Venta Directa,Tecnología,Laptops & Ultrabooks,1262.36,9,0.1,11361.24,10225.12,7612.54,2612.58,25.55,4,4
ORD-20250309,2026-03-06,Europa,Reino Unido,Empresas (B2B),Marketplace,Tecnología,Auriculares Inalámbricos,432.99,4,0.1,1731.96,1558.76,1121.52,437.24,28.05,5,2
ORD-20250333,2026-03-06,Latinoamérica,Colombia,Corporativo,Venta Directa,Hogar y Electro,Aspiradoras Robot,439.0,6,0.25,2634.0,1975.5,1497.48,478.02,24.2,4,4
ORD-20251304,2026-03-06,Latinoamérica,Chile,Corporativo,Distribuidores,Tecnología,Monitores 4K,495.51,6,0.25,2973.06,2229.8,1936.89,292.91,13.14,5,2
ORD-20250598,2026-03-07,Europa,Alemania,Consumidor Final (B2C),Tienda Online,Moda y Calzado,Abrigos Técnicos,30.43,2,0.05,60.86,57.82,21.54,36.28,62.75,5,1
ORD-20250613,2026-03-07,Norteamérica,Estados Unidos,Empresas (B2B),Venta Directa,Hogar y Electro,Cafeteras Express,188.75,5,0.05,943.75,896.56,631.73,264.83,29.54,5,5
ORD-20250174,2026-03-07,Norteamérica,México,Empresas (B2B),Venta Directa,Moda y Calzado,Abrigos Técnicos,52.86,8,0.1,422.88,380.59,181.96,198.63,52.19,4,2
ORD-20250662,2026-03-07,Norteamérica,Canadá,Consumidor Final (B2C),Tienda Online,Tecnología,Accesorios,357.02,2,0.0,714.04,714.04,481.58,232.46,32.56,4,3
ORD-20251401,2026-03-07,Norteamérica,México,Consumidor Final (B2C),Marketplace,Hogar y Electro,Domótica,432.59,1,0.0,432.59,432.59,258.47,174.12,40.25,4,4
ORD-20250681,2026-03-07,Europa,Francia,Consumidor Final (B2C),Tienda Online,Tecnología,Auriculares Inalámbricos,385.96,1,0.0,385.96,385.96,279.85,106.11,27.49,5,2
ORD-20250992,2026-03-07,Norteamérica,Estados Unidos,Consumidor Final (B2C),Tienda Online,Tecnología,Auriculares Inalámbricos,254.04,2,0.05,508.08,482.68,352.88,129.8,26.89,5,1
ORD-20250458,2026-03-07,Norteamérica,Canadá,Consumidor Final (B2C),Tienda Online,Mobiliario y Oficina,Escritorios Regulables,322.83,3,0.0,968.49,968.49,502.94,465.55,48.07,5,1
ORD-20250049,2026-03-07,Norteamérica,Estados Unidos,Empresas (B2B),Distribuidores,Tecnología,Accesorios,1169.18,6,0.05,7015.08,6664.33,4457.06,2207.27,33.12,5,4
ORD-20250362,2026-03-07,Norteamérica,México,Consumidor Final (B2C),Tienda Online,Tecnología,Auriculares Inalámbricos,546.58,1,0.1,546.58,491.92,368.21,123.71,25.15,4,2
ORD-20250708,2026-03-08,Asia-Pacífico,Australia,Consumidor Final (B2C),Tienda Online,Moda y Calzado,Calzado Deportivo,131.0,3,0.05,393.0,373.35,147.56,225.79,60.48,5,4
ORD-20250024,2026-03-08,Europa,España,Corporativo,Tienda Online,Moda y Calzado,Ropa Casual,27.98,23,0.15,643.54,547.01,289.73,257.28,47.03,5,5
ORD-20250407,2026-03-08,Latinoamérica,Argentina,Consumidor Final (B2C),Tienda Online,Tecnología,Laptops & Ultrabooks,401.38,3,0.0,1204.14,1204.14,759.69,444.45,36.91,5,5
ORD-20250437,2026-03-08,Latinoamérica,Perú,Consumidor Final (B2C),Venta Directa,Moda y Calzado,Ropa Casual,215.96,1,0.1,215.96,194.36,104.61,89.75,46.18,4,2
ORD-20251247,2026-03-08,Norteamérica,Canadá,Empresas (B2B),Tienda Online,Hogar y Electro,Cafeteras Express,352.95,4,0.1,1411.8,1270.62,886.14,384.48,30.26,5,2
ORD-20250900,2026-03-08,Asia-Pacífico,Singapur,Consumidor Final (B2C),Tienda Online,Mobiliario y Oficina,Escritorios Regulables,355.33,1,0.1,355.33,319.8,224.32,95.48,29.86,4,1
ORD-20251222,2026-03-08,Norteamérica,México,Consumidor Final (B2C),Tienda Online,Moda y Calzado,Accesorios y Bolsos,84.76,1,0.1,84.76,76.28,34.85,41.43,54.31,4,1
ORD-20251456,2026-03-08,Europa,España,Consumidor Final (B2C),Tienda Online,Tecnología,Laptops & Ultrabooks,1008.26,1,0.0,1008.26,1008.26,684.89,323.37,32.07,5,2
ORD-20250418,2026-03-08,Norteamérica,México,Consumidor Final (B2C),Tienda Online,Tecnología,Monitores 4K,1291.23,3,0.1,3873.69,3486.32,2899.89,586.43,16.82,5,3
ORD-20250587,2026-03-09,Norteamérica,Estados Unidos,Consumidor Final (B2C),Tienda Online,Tecnología,Monitores 4K,243.12,3,0.1,729.36,656.42,504.32,152.1,23.17,4,1
ORD-20250489,2026-03-09,Asia-Pacífico,Singapur,Empresas (B2B),Tienda Online,Mobiliario y Oficina,Sillas Ergonómicas,42.21,9,0.05,379.89,360.9,256.45,104.45,28.94,5,2
ORD-20251188,2026-03-09,Norteamérica,Canadá,Empresas (B2B),Distribuidores,Tecnología,Accesorios,1190.71,9,0.15,10716.39,9108.93,7221.34,1887.59,20.72,5,3
ORD-20251214,2026-03-10,Asia-Pacífico,Singapur,Consumidor Final (B2C),Tienda Online,Hogar y Electro,Domótica,449.72,1,0.0,449.72,449.72,250.92,198.8,44.21,4,4
ORD-20250922,2026-03-10,Asia-Pacífico,Australia,Consumidor Final (B2C),Tienda Online,Tecnología,Laptops & Ultrabooks,1000.33,1,0.05,1000.33,950.31,739.17,211.14,22.22,4,2
ORD-20251353,2026-03-10,Europa,Francia,Consumidor Final (B2C),Tienda Online,Hogar y Electro,Domótica,344.54,1,0.1,344.54,310.09,232.78,77.31,24.93,5,3
ORD-20250205,2026-03-10,Norteamérica,México,Corporativo,Tienda Online,Moda y Calzado,Accesorios y Bolsos,42.95,16,0.2,687.2,549.76,326.23,223.53,40.66,5,5
ORD-20251057,2026-03-11,Latinoamérica,Chile,Empresas (B2B),Tienda Online,Mobiliario y Oficina,Organizadores,335.82,2,0.15,671.64,570.89,431.22,139.67,24.47,4,3
ORD-20251451,2026-03-11,Europa,España,Empresas (B2B),Tienda Online,Hogar y Electro,Domótica,480.13,8,0.15,3841.04,3264.88,2217.09,1047.79,32.09,5,5
ORD-20251337,2026-03-11,Norteamérica,Estados Unidos,Consumidor Final (B2C),Distribuidores,Tecnología,Auriculares Inalámbricos,511.88,1,0.0,511.88,511.88,363.04,148.84,29.08,5,5
ORD-20251236,2026-03-11,Latinoamérica,Argentina,Empresas (B2B),Venta Directa,Tecnología,Laptops & Ultrabooks,1087.09,8,0.15,8696.72,7392.21,6487.93,904.28,12.23,4,3
ORD-20250788,2026-03-11,Norteamérica,México,Corporativo,Distribuidores,Mobiliario y Oficina,Sillas Ergonómicas,176.39,19,0.15,3351.41,2848.7,2245.33,603.37,21.18,5,3
ORD-20250944,2026-03-11,Latinoamérica,Brasil,Consumidor Final (B2C),Tienda Online,Mobiliario y Oficina,Sillas Ergonómicas,337.24,3,0.0,1011.72,1011.72,558.56,453.16,44.79,5,3
ORD-20250683,2026-03-11,Europa,Francia,Consumidor Final (B2C),Distribuidores,Mobiliario y Oficina,Organizadores,176.57,3,0.1,529.71,476.74,274.06,202.68,42.51,3,1
ORD-20251340,2026-03-11,Norteamérica,Canadá,Consumidor Final (B2C),Tienda Online,Tecnología,Auriculares Inalámbricos,1116.79,2,0.05,2233.58,2121.9,1529.37,592.53,27.92,4,1
ORD-20250273,2026-03-12,Latinoamérica,Colombia,Corporativo,Distribuidores,Tecnología,Monitores 4K,87.13,24,0.15,2091.12,1777.45,1299.65,477.8,26.88,3,2
ORD-20250369,2026-03-12,Norteamérica,Estados Unidos,Consumidor Final (B2C),Tienda Online,Mobiliario y Oficina,Organizadores,164.69,2,0.05,329.38,312.91,182.58,130.33,41.65,5,4
ORD-20251311,2026-03-12,Norteamérica,México,Consumidor Final (B2C),Distribuidores,Hogar y Electro,Cafeteras Express,365.01,1,0.05,365.01,346.76,212.05,134.71,38.85,5,4
ORD-20251187,2026-03-12,Asia-Pacífico,Australia,Corporativo,Tienda Online,Hogar y Electro,Cafeteras Express,119.64,20,0.25,2392.8,1794.6,1581.12,213.48,11.9,4,5
ORD-20250800,2026-03-12,Europa,Reino Unido,Corporativo,Marketplace,Moda y Calzado,Ropa Casual,79.15,5,0.1,395.75,356.18,206.54,149.64,42.01,5,1
ORD-20251242,2026-03-12,Europa,Reino Unido,Empresas (B2B),Venta Directa,Hogar y Electro,Domótica,498.02,8,0.05,3984.16,3784.95,2406.72,1378.23,36.41,4,2
ORD-20250595,2026-03-12,Latinoamérica,Brasil,Consumidor Final (B2C),Venta Directa,Tecnología,Monitores 4K,631.76,3,0.0,1895.28,1895.28,1333.85,561.43,29.62,5,5
ORD-20251179,2026-03-12,Asia-Pacífico,Japón,Corporativo,Venta Directa,Tecnología,Smartphones 5G,697.87,16,0.25,11165.92,8374.44,7630.18,744.26,8.89,5,5
ORD-20251490,2026-03-12,Europa,Francia,Empresas (B2B),Distribuidores,Mobiliario y Oficina,Sillas Ergonómicas,239.98,5,0.1,1199.9,1079.91,787.37,292.54,27.09,4,4
ORD-20251460,2026-03-12,Europa,Francia,Empresas (B2B),Tienda Online,Tecnología,Smartphones 5G,337.44,5,0.1,1687.2,1518.48,1087.13,431.35,28.41,5,5
ORD-20250938,2026-03-13,Europa,Reino Unido,Consumidor Final (B2C),Marketplace,Tecnología,Laptops & Ultrabooks,277.03,2,0.05,554.06,526.36,355.37,170.99,32.49,4,3
ORD-20251331,2026-03-13,Asia-Pacífico,Japón,Empresas (B2B),Tienda Online,Tecnología,Smartphones 5G,1137.01,7,0.05,7959.07,7561.12,5841.99,1719.13,22.74,4,5
ORD-20250214,2026-03-13,Latinoamérica,Chile,Empresas (B2B),Distribuidores,Mobiliario y Oficina,Sillas Ergonómicas,166.2,9,0.15,1495.8,1271.43,1004.44,266.99,21.0,4,2
ORD-20250704,2026-03-13,Latinoamérica,Brasil,Empresas (B2B),Tienda Online,Hogar y Electro,Aspiradoras Robot,185.56,5,0.05,927.8,881.41,543.06,338.35,38.39,4,3
ORD-20250069,2026-03-14,Norteamérica,México,Empresas (B2B),Tienda Online,Mobiliario y Oficina,Escritorios Regulables,419.0,3,0.15,1257.0,1068.45,842.15,226.3,21.18,5,4
ORD-20251122,2026-03-14,Europa,Reino Unido,Consumidor Final (B2C),Venta Directa,Hogar y Electro,Purificadores de Aire,398.62,1,0.05,398.62,378.69,273.02,105.67,27.9,5,1
ORD-20250389,2026-03-14,Latinoamérica,Chile,Consumidor Final (B2C),Venta Directa,Tecnología,Auriculares Inalámbricos,163.4,2,0.1,326.8,294.12,213.77,80.35,27.32,5,3
ORD-20251356,2026-03-14,Europa,Alemania,Consumidor Final (B2C),Distribuidores,Tecnología,Monitores 4K,953.15,1,0.05,953.15,905.49,634.51,270.98,29.93,4,5
ORD-20251479,2026-03-15,Norteamérica,México,Empresas (B2B),Tienda Online,Tecnología,Laptops & Ultrabooks,386.99,5,0.15,1934.95,1644.71,1306.29,338.42,20.58,4,2
ORD-20250745,2026-03-15,Norteamérica,México,Corporativo,Tienda Online,Moda y Calzado,Abrigos Técnicos,195.62,10,0.2,1956.2,1564.96,826.37,738.59,47.2,5,5
ORD-20250459,2026-03-15,Norteamérica,México,Empresas (B2B),Tienda Online,Hogar y Electro,Aspiradoras Robot,218.52,2,0.05,437.04,415.19,273.35,141.84,34.16,3,5
ORD-20250809,2026-03-15,Asia-Pacífico,Corea del Sur,Empresas (B2B),Tienda Online,Mobiliario y Oficina,Lámparas LED,315.16,7,0.1,2206.12,1985.51,1335.86,649.65,32.72,5,2
ORD-20251269,2026-03-16,Norteamérica,Estados Unidos,Consumidor Final (B2C),Marketplace,Mobiliario y Oficina,Escritorios Regulables,352.19,3,0.1,1056.57,950.91,662.22,288.69,30.36,4,3
ORD-20250005,2026-03-16,Asia-Pacífico,Corea del Sur,Consumidor Final (B2C),Tienda Online,Hogar y Electro,Aspiradoras Robot,491.21,1,0.0,491.21,491.21,342.88,148.33,30.2,5,4
ORD-20250851,2026-03-16,Europa,Reino Unido,Empresas (B2B),Tienda Online,Tecnología,Monitores 4K,346.66,4,0.1,1386.64,1247.98,986.48,261.5,20.95,5,3
ORD-20250971,2026-03-16,Asia-Pacífico,Singapur,Consumidor Final (B2C),Tienda Online,Moda y Calzado,Ropa Casual,159.46,1,0.05,159.46,151.49,86.39,65.1,42.97,3,1
ORD-20250501,2026-03-16,Norteamérica,Canadá,Consumidor Final (B2C),Tienda Online,Tecnología,Accesorios,876.73,1,0.0,876.73,876.73,640.07,236.66,26.99,5,4
ORD-20250740,2026-03-16,Asia-Pacífico,Corea del Sur,Empresas (B2B),Tienda Online,Tecnología,Auriculares Inalámbricos,1192.04,8,0.05,9536.32,9059.5,5855.47,3204.03,35.37,5,4
ORD-20250236,2026-03-16,Norteamérica,Estados Unidos,Corporativo,Distribuidores,Tecnología,Auriculares Inalámbricos,1205.36,23,0.15,27723.28,23564.79,18237.47,5327.32,22.61,3,4
ORD-20251018,2026-03-16,Norteamérica,Canadá,Consumidor Final (B2C),Tienda Online,Tecnología,Accesorios,102.56,3,0.1,307.68,276.91,195.13,81.78,29.53,4,1
ORD-20251001,2026-03-16,Norteamérica,México,Empresas (B2B),Tienda Online,Tecnología,Auriculares Inalámbricos,1231.58,8,0.05,9852.64,9360.01,6107.67,3252.34,34.75,5,4
ORD-20250582,2026-03-16,Europa,Reino Unido,Consumidor Final (B2C),Tienda Online,Tecnología,Auriculares Inalámbricos,269.67,1,0.1,269.67,242.7,167.62,75.08,30.94,3,5
ORD-20250104,2026-03-16,Norteamérica,Canadá,Empresas (B2B),Distribuidores,Moda y Calzado,Accesorios y Bolsos,69.48,2,0.15,138.96,118.12,65.62,52.5,44.45,4,5
ORD-20251205,2026-03-16,Europa,España,Empresas (B2B),Tienda Online,Moda y Calzado,Ropa Casual,195.85,3,0.15,587.55,499.42,310.14,189.28,37.9,4,4
ORD-20250217,2026-03-16,Europa,Francia,Consumidor Final (B2C),Tienda Online,Mobiliario y Oficina,Escritorios Regulables,139.93,3,0.1,419.79,377.81,235.26,142.55,37.73,5,3
ORD-20251407,2026-03-16,Asia-Pacífico,Singapur,Corporativo,Tienda Online,Moda y Calzado,Calzado Deportivo,129.89,19,0.15,2467.91,2097.72,1139.13,958.59,45.7,5,2
ORD-20251471,2026-03-16,Norteamérica,Estados Unidos,Empresas (B2B),Venta Directa,Moda y Calzado,Calzado Deportivo,117.44,8,0.15,939.52,798.59,499.25,299.34,37.48,5,4
ORD-20250509,2026-03-17,Norteamérica,México,Consumidor Final (B2C),Distribuidores,Tecnología,Laptops & Ultrabooks,1189.6,2,0.1,2379.2,2141.28,1441.47,699.81,32.68,5,4
ORD-20250184,2026-03-17,Norteamérica,Canadá,Consumidor Final (B2C),Tienda Online,Tecnología,Laptops & Ultrabooks,901.59,2,0.1,1803.18,1622.86,1238.32,384.54,23.7,4,5
ORD-20251400,2026-03-17,Europa,España,Consumidor Final (B2C),Marketplace,Hogar y Electro,Domótica,577.81,1,0.1,577.81,520.03,403.87,116.16,22.34,5,2
ORD-20250589,2026-03-17,Latinoamérica,Chile,Consumidor Final (B2C),Tienda Online,Mobiliario y Oficina,Lámparas LED,356.35,3,0.05,1069.05,1015.6,690.77,324.83,31.98,4,5
ORD-20250308,2026-03-17,Norteamérica,Canadá,Consumidor Final (B2C),Tienda Online,Moda y Calzado,Accesorios y Bolsos,149.03,2,0.1,298.06,268.25,104.73,163.52,60.96,5,1
ORD-20251409,2026-03-17,Europa,España,Empresas (B2B),Tienda Online,Tecnología,Smartphones 5G,656.49,4,0.1,2625.96,2363.36,1887.26,476.1,20.15,4,1
ORD-20250529,2026-03-17,Norteamérica,México,Consumidor Final (B2C),Distribuidores,Hogar y Electro,Aspiradoras Robot,74.28,3,0.0,222.84,222.84,126.92,95.92,43.04,5,4
ORD-20251215,2026-03-17,Norteamérica,Estados Unidos,Consumidor Final (B2C),Distribuidores,Mobiliario y Oficina,Organizadores,45.38,2,0.0,90.76,90.76,58.12,32.64,35.96,5,5
ORD-20250419,2026-03-18,Europa,Alemania,Empresas (B2B),Venta Directa,Tecnología,Auriculares Inalámbricos,677.64,3,0.1,2032.92,1829.63,1512.98,316.65,17.31,5,4
ORD-20250414,2026-03-18,Asia-Pacífico,Singapur,Empresas (B2B),Tienda Online,Tecnología,Smartphones 5G,401.34,5,0.05,2006.7,1906.37,1491.5,414.87,21.76,5,5
ORD-20250019,2026-03-18,Norteamérica,México,Consumidor Final (B2C),Tienda Online,Moda y Calzado,Accesorios y Bolsos,144.25,2,0.1,288.5,259.65,129.91,129.74,49.97,5,1
ORD-20250170,2026-03-18,Latinoamérica,Argentina,Corporativo,Venta Directa,Tecnología,Laptops & Ultrabooks,1173.58,11,0.15,12909.38,10972.97,7773.35,3199.62,29.16,5,1
ORD-20250853,2026-03-18,Norteamérica,México,Empresas (B2B),Venta Directa,Mobiliario y Oficina,Escritorios Regulables,435.15,3,0.15,1305.45,1109.63,707.49,402.14,36.24,5,3
ORD-20250682,2026-03-18,Europa,Francia,Consumidor Final (B2C),Venta Directa,Mobiliario y Oficina,Sillas Ergonómicas,97.37,1,0.0,97.37,97.37,52.93,44.44,45.64,4,5
ORD-20251108,2026-03-18,Europa,Reino Unido,Consumidor Final (B2C),Tienda Online,Mobiliario y Oficina,Sillas Ergonómicas,435.11,1,0.1,435.11,391.6,243.88,147.72,37.72,5,1
ORD-20250799,2026-03-19,Norteamérica,Canadá,Consumidor Final (B2C),Distribuidores,Tecnología,Laptops & Ultrabooks,85.45,3,0.1,256.35,230.72,162.99,67.73,29.36,5,1
ORD-20250355,2026-03-19,Norteamérica,Canadá,Empresas (B2B),Venta Directa,Tecnología,Smartphones 5G,1125.43,5,0.1,5627.15,5064.43,3588.05,1476.38,29.15,5,1
ORD-20250931,2026-03-19,Norteamérica,Estados Unidos,Empresas (B2B),Distribuidores,Tecnología,Auriculares Inalámbricos,1052.17,6,0.05,6313.02,5997.37,4210.94,1786.43,29.79,4,3
ORD-20250473,2026-03-19,Norteamérica,Estados Unidos,Consumidor Final (B2C),Venta Directa,Moda y Calzado,Accesorios y Bolsos,149.29,1,0.05,149.29,141.83,74.3,67.53,47.61,4,4
ORD-20250371,2026-03-19,Europa,Reino Unido,Corporativo,Tienda Online,Mobiliario y Oficina,Sillas Ergonómicas,92.93,24,0.25,2230.32,1672.74,1373.34,299.4,17.9,4,5
ORD-20251319,2026-03-19,Europa,España,Consumidor Final (B2C),Venta Directa,Mobiliario y Oficina,Sillas Ergonómicas,244.85,2,0.0,489.7,489.7,285.92,203.78,41.61,5,4
ORD-20250795,2026-03-20,Asia-Pacífico,Japón,Empresas (B2B),Venta Directa,Tecnología,Laptops & Ultrabooks,851.68,9,0.15,7665.12,6515.35,4692.52,1822.83,27.98,3,2
ORD-20250129,2026-03-20,Norteamérica,Canadá,Consumidor Final (B2C),Venta Directa,Hogar y Electro,Purificadores de Aire,51.77,2,0.05,103.54,98.36,62.47,35.89,36.49,5,4
ORD-20251100,2026-03-20,Latinoamérica,Chile,Empresas (B2B),Tienda Online,Mobiliario y Oficina,Sillas Ergonómicas,163.25,4,0.1,653.0,587.7,408.26,179.44,30.53,5,5
ORD-20250805,2026-03-21,Asia-Pacífico,Australia,Consumidor Final (B2C),Tienda Online,Tecnología,Monitores 4K,841.54,3,0.0,2524.62,2524.62,1883.71,640.91,25.39,4,3
ORD-20251461,2026-03-21,Norteamérica,Estados Unidos,Corporativo,Tienda Online,Mobiliario y Oficina,Sillas Ergonómicas,302.95,6,0.15,1817.7,1545.05,945.53,599.52,38.8,5,4
ORD-20251177,2026-03-21,Latinoamérica,Brasil,Consumidor Final (B2C),Tienda Online,Mobiliario y Oficina,Sillas Ergonómicas,374.43,2,0.05,748.86,711.42,418.54,292.88,41.17,5,1
ORD-20251133,2026-03-21,Asia-Pacífico,Japón,Corporativo,Distribuidores,Mobiliario y Oficina,Escritorios Regulables,311.25,14,0.2,4357.5,3486.0,2754.72,731.28,20.98,5,2
ORD-20251445,2026-03-21,Europa,España,Consumidor Final (B2C),Distribuidores,Moda y Calzado,Calzado Deportivo,156.48,1,0.1,156.48,140.83,74.42,66.41,47.16,5,3
ORD-20250619,2026-03-22,Asia-Pacífico,Corea del Sur,Empresas (B2B),Venta Directa,Tecnología,Monitores 4K,783.18,5,0.05,3915.9,3720.11,2520.69,1199.42,32.24,5,3
ORD-20250895,2026-03-22,Norteamérica,Estados Unidos,Empresas (B2B),Distribuidores,Tecnología,Smartphones 5G,83.44,9,0.05,750.96,713.41,516.87,196.54,27.55,5,2
ORD-20250034,2026-03-22,Europa,Francia,Consumidor Final (B2C),Tienda Online,Mobiliario y Oficina,Organizadores,225.83,3,0.0,677.49,677.49,372.86,304.63,44.96,4,5
ORD-20250825,2026-03-22,Latinoamérica,Chile,Corporativo,Distribuidores,Mobiliario y Oficina,Sillas Ergonómicas,193.77,20,0.2,3875.4,3100.32,1946.34,1153.98,37.22,4,2
ORD-20250103,2026-03-22,Europa,España,Consumidor Final (B2C),Tienda Online,Tecnología,Smartphones 5G,319.12,3,0.05,957.36,909.49,689.27,220.22,24.21,4,1
ORD-20250568,2026-03-23,Norteamérica,México,Empresas (B2B),Tienda Online,Tecnología,Auriculares Inalámbricos,938.12,6,0.15,5628.72,4784.41,4184.58,599.83,12.54,3,5
ORD-20250151,2026-03-23,Europa,España,Consumidor Final (B2C),Tienda Online,Moda y Calzado,Calzado Deportivo,120.23,1,0.0,120.23,120.23,54.71,65.52,54.5,3,3
ORD-20250859,2026-03-23,Europa,Francia,Consumidor Final (B2C),Venta Directa,Mobiliario y Oficina,Escritorios Regulables,422.64,2,0.05,845.28,803.02,445.29,357.73,44.55,5,4
ORD-20250381,2026-03-23,Latinoamérica,Argentina,Consumidor Final (B2C),Tienda Online,Hogar y Electro,Domótica,425.89,3,0.0,1277.67,1277.67,847.38,430.29,33.68,4,3
ORD-20251474,2026-03-23,Norteamérica,México,Corporativo,Tienda Online,Moda y Calzado,Ropa Casual,181.29,13,0.2,2356.77,1885.42,1045.67,839.75,44.54,5,4
ORD-20250485,2026-03-23,Latinoamérica,Perú,Consumidor Final (B2C),Distribuidores,Mobiliario y Oficina,Sillas Ergonómicas,421.06,3,0.05,1263.18,1200.02,721.39,478.63,39.89,4,2
ORD-20250234,2026-03-23,Asia-Pacífico,Japón,Consumidor Final (B2C),Venta Directa,Mobiliario y Oficina,Organizadores,153.58,2,0.05,307.16,291.8,194.52,97.28,33.34,3,3
ORD-20251259,2026-03-23,Europa,Alemania,Consumidor Final (B2C),Tienda Online,Mobiliario y Oficina,Sillas Ergonómicas,83.52,1,0.0,83.52,83.52,48.43,35.09,42.01,5,5
ORD-20250641,2026-03-23,Norteamérica,Estados Unidos,Consumidor Final (B2C),Venta Directa,Tecnología,Smartphones 5G,1000.16,1,0.05,1000.16,950.15,725.03,225.12,23.69,3,4
ORD-20250804,2026-03-23,Norteamérica,Estados Unidos,Empresas (B2B),Tienda Online,Tecnología,Auriculares Inalámbricos,220.6,2,0.15,441.2,375.02,324.57,50.45,13.45,5,3
ORD-20251035,2026-03-24,Europa,Alemania,Consumidor Final (B2C),Marketplace,Hogar y Electro,Purificadores de Aire,321.05,2,0.05,642.1,610.0,369.18,240.82,39.48,5,2
ORD-20250222,2026-03-24,Asia-Pacífico,Singapur,Consumidor Final (B2C),Tienda Online,Hogar y Electro,Domótica,88.5,2,0.1,177.0,159.3,116.11,43.19,27.11,4,4
